1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130
8y9n53igp152mvon6woisdiq8y9n53ig,0,26-100,1,1,Yes,No,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,1,"I told them I was struggling, that was it, there was no reaction or action taken apart from reducing plans for my future workload",Yes,1,Happened too many times for me to remember just one conversation,1,Happened too many times to recall,5,8,nan,nan,nan,nan,nan,nan,nan,nan,1,1,Some did,I was aware of some,Some did,Some did,Sometimes,Same level of comfort for each,Some of my previous supervisors,0,nan,"Yes, at all of my previous employers",1,Just general chit chat,1,General chat,5,5,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,Attention Deficit Hyperactivity Disorder,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Rarely,Often,No,10,No,Don't want to be discriminated against,No,Don't want to be discriminated against,1,0,nan,10,No,nan,Maybe/Not sure,nan,1,Capitalism damages mental health and all companies are guilty of prioritising profit over people,nan,0,33,Female,United Kingdom,nan,nan,nan,United Kingdom,nan,nan,12/1/22 12:23,12/1/22 12:33,1d324732b0,2022,,,,,
wn2t5ci3r4jjpjtvbnp1wn2t5cizhaku,0,26-100,1,1,No,Yes,No,No,No,Very easy,Same level of comfort for each,Yes,0,nan,Maybe,1,I discussed problems related to apathy and mood states and they responded empathetically.,0,nan,1,0,nan,nan,nan,nan,nan,nan,nan,nan,1,0,Some did,"Yes, I was aware of all of them","Yes, they all did","Yes, they all did","Yes, always",Same level of comfort for each,"Yes, all of my previous supervisors",1,I could not fit in with a psychiatric patient and my former employer responded empathetically by providing help and equipment.,"Yes, at all of my previous employers",1,We constantly talked about how we were doing emotionally and kept each other company.,1,nan,10,10,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,1,Yes,Rarely,Often,Maybe,5,No,because it is a personal matter and it does not interfere with my professionalism.,No,because it is a personal matter and it does not interfere with my professionalism.,0,nan,nan,10,No,nan,"Yes, I experienced",nan,2,follow up with organizational psychologists,questions related to the inclusion of organizational psychologists in industries,1,26,female,Argentina,nan,nan,nan,Argentina,nan,nan,11/27/22 22:13,11/27/22 22:32,b4bb50613f,2022,,,,,
dr6vi4bvtkgvemdr6vik1xsh0jg32m8m,0,26-100,1,1,I don't know,No,No,No,I don't know,Neither easy nor difficult,Physical health,No,1,nan,No,0,nan,1,nan,5,4,nan,nan,nan,nan,nan,nan,nan,nan,1,1,"No, none did",N/A (none offered),None did,None did,No,Same level of comfort for each,"No, none of my previous supervisors",0,nan,"No, at none of my previous employers",0,nan,0,nan,0,0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,No,4,No,Fear of disqualification,No,Fear of disqualification,0,nan,nan,7,"Yes, I observed",nan,Maybe/Not sure,nan,2,nan,nan,0,29,Male,United States of America,California,nan,Latino,United States of America,California,nan,11/24/22 5:12,11/24/22 5:21,3d9b7aea75,2022,,,,,
886ufrgrcmie61wj8998o8886ufrgrpj,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,I know some,"No, because it would impact me negatively",No change,"No, because it would impact me negatively",Negatively,Unsure,nan,1,1,"Yes, they all did","Yes, I was aware of all of them","Yes, they all did","Yes, they all did","Yes, always",Physical health,Some of my previous supervisors,1,nan,At some of my previous employers,1,nan,1,nan,8,6,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,No,Sometimes,Sometimes,Maybe,5,Yes,nan,Maybe,nan,0,nan,nan,6,"Yes, I experienced",nan,"Yes, I experienced",nan,3,nan,nan,1,45,F,Austria,nan,nan,nan,Austria,nan,nan,11/20/22 10:01,11/20/22 10:27,486956f1d1,2022,,,,,
8kn03r3tjzkra63498kn03qdrz0au0sm,0,100-500,1,0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Physical health,No,1,nan,Yes,1,nan,1,nan,8,8,nan,nan,nan,nan,nan,nan,nan,nan,1,1,"Yes, they all did",I was aware of some,Some did,"Yes, they all did",Sometimes,Physical health,Some of my previous supervisors,1,nan,"Yes, at all of my previous employers",1,nan,1,nan,8,8,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,1,No,Sometimes,Often,Yes,8,No,nan,No,nan,0,nan,nan,1,"Yes, I observed",nan,"Yes, I observed",nan,3,nan,nan,0,34,F,France,nan,nan,nan,France,nan,nan,11/20/22 9:49,11/20/22 10:00,486956f1d1,2022,,,,,
p7f4c9dk220xl84eurkx7p7f4c9951sj,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,I know some,"No, because it would impact me negatively",nan,"No, because it would impact me negatively",Not applicable to me,Yes,26-50%,1,0,"No, none did",N/A (was not aware),None did,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",0,nan,"No, at none of my previous employers",0,nan,0,nan,3,0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Personality Disorder (Borderline, Antisocial, Paranoid, etc)",nan,nan,nan,nan,nan,nan,nan,Possibly,1,I don't know,Rarely,Often,No,1,No,I don't need to give them any reason not to pick me over someone who doesn't have a physical health issue.,No,"I have schizotypal personality disorder, a disorder on the schizophrenia spectrum. Too much stigma and there is 100% chance they'd decide on the spot to not hire me.",0,nan,nan,3,No,nan,No,nan,3,"Be more open to people who deal with disorders on the schizophrenia spectrum. Offer more education about lesser welcomed conditions. There is plenty of welcoming for people with ADHD, ADD, bipolar, anxiety, etc, but not for the conditions that have a stigma attached to them.",Keep doing what you're doing! Thanks for all your hard work.,1,35,Female,Canada,nan,nan,nan,Canada,nan,nan,11/11/22 16:38,11/11/22 16:49,0738015d33,2022,,,,,
tbwyauwqvlk0fzzfj3tbwyaufcrh4tnn,0,26-100,1,1,Yes,Yes,Yes,Yes,I don't know,Difficult,Same level of comfort for each,No,1,Asked for a day off ask hadn't slept because chaperoning my parent who tried to kill themselves the night before,Yes,1,"Suicide, bereavement, depression, types of therapies, parents' concerns for their kid's mental health. All sorts",1,"Bereavement, depression, therapy experience",7,8,nan,nan,nan,nan,nan,nan,nan,nan,1,0,"No, none did",N/A (none offered),None did,None did,No,Physical health,Some of my previous supervisors,0,nan,"No, at none of my previous employers",1,Feelings,1,"Life struggles, relationships",5,3,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Mood Disorder (Depression, Bipolar Disorder, etc)",nan,"Eating Disorder (Anorexia, Bulimia, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,1,Yes,Sometimes,Often,No,4,Yes,nan,Maybe,I might be seen as problematic if I'm the only one to mention my mental health in a interview,0,nan,nan,8,"Yes, I observed",Telling people how they should act online. Jokes about suicide in front of people who have had family that struggle with it,"Yes, I observed",nan,3,HR goes on a warpath to signpost where to get professional help. Mental health first aid training for all managers and those interested. Regular check-ins with people and fostering an open kind culture,nan,1,20,Cis male,United Kingdom,nan,nan,nan,United Kingdom,nan,nan,11/4/22 16:05,11/4/22 17:20,f59f479248,2022,,,,,
vc9kaskyq1h70x8d6pqvc9kasc7u9sew,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,"No, I don't know any","No, because it would impact me negatively",I'm not sure,"No, because it would impact me negatively",I'm not sure,No,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Don't Know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Don't Know,0,Yes,Sometimes,Sometimes,Maybe,2,Maybe,ff,No,ff,0,nan,nan,2,No,nan,Maybe/Not sure,nan,2,f,ff,0,34,male,Bosnia and Herzegovina,nan,nan,nan,South Sudan,nan,nan,11/1/22 14:05,11/1/22 14:08,8195b3ee8c,2022,,,,,
dcgoris7jhx0xs5dcgo0653x132uzwd2,0,26-100,1,1,Yes,No,No,No,I don't know,Very easy,Same level of comfort for each,Yes,0,nan,Maybe,0,nan,0,nan,6,8,nan,nan,nan,nan,nan,nan,nan,nan,1,1,I don't know,"No, I only became aware later",None did,None did,I don't know,Physical health,I don't know,0,nan,"No, at none of my previous employers",0,nan,0,nan,5,5,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Attention Deficit Hyperactivity Disorder,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,I don't know,Often,Often,No,10,No,stigma and fear that future employer may discriminate,No,Fear that future employer would discriminate,0,nan,nan,10,No,nan,No,nan,3,leadership needs to speak more openly about it and openly offer more support and encourage self care,nan,0,32,Male,United States of America,California,Asian,nan,United States of America,California,nan,10/31/22 15:18,10/31/22 15:29,c321612a0d,2022,,,,,
9tgnjayec28lxp699tgnhxac63w5lmps,0,More than 1000,0,1,Yes,Yes,Yes,Yes,I don't know,Difficult,Physical health,No,0,nan,Maybe,0,nan,1,"Multiple coworkers have talked about work stress and it contributing to depression, physical ailments, and, 2 cases, having to take significant time off. Many also left the organization due to mental health issues.",4,4,nan,nan,nan,nan,nan,nan,nan,nan,1,1,I don't know,N/A (was not aware),None did,None did,No,Physical health,Some of my previous supervisors,0,nan,At some of my previous employers,1,"Talking about stress/motivation but not revealing anything that could be seen as weakness, not able to participate at full capacity",1,"These were former coworkers who talked about struggling with depression/substance abuse after we left the company. e.g. Workplace didn't tolerate signs of ""weakness""",1,0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,I don't know,Never,Sometimes,Yes,5,No,It might be seen as a detriment to productivity/their bottom line/health insurance costs/etc,No,Would not be a viable candidate,0,nan,nan,3,"Yes, I observed",Multiple people struggling with anxiety and depression that impacted their performance. They were subsequently let go or discouraged from staying.,"Yes, I observed",nan,1,Focus on more interpersonal connections between employees instead of such a high task/task completion orientation.,Asking for the type of disorder/severity of the person. Asking for ways people manage the disorder,0,48,male,United States of America,Massachusetts,More than one of the above,nan,United States of America,Massachusetts,nan,10/14/22 16:25,10/14/22 16:38,d413c1b9e4,2022,,,,,
dvmzn1h3d679ekidvmzgpc4hsnkavxh6,0,500-1000,1,1,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Physical health,Maybe,0,nan,Maybe,1,"Slack conversations about ADHD, Autism, Anxiety",1,Slack conversations about ADHD,5,5,nan,nan,nan,nan,nan,nan,nan,nan,1,0,Some did,"Yes, I was aware of all of them",Some did,Some did,Sometimes,Physical health,Some of my previous supervisors,0,nan,At some of my previous employers,1,nan,1,nan,5,5,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Attention Deficit Hyperactivity Disorder,nan,nan,nan,nan,nan,nan,nan,Autism Spectrum Disorder,Yes,1,Yes,Sometimes,Often,Yes,7,No,It's just asking to be discriminated against. I'd bring it up after I accepted an offer.,No,Same answer: just courting discrimination,0,nan,nan,6,Maybe/Not sure,nan,"Yes, I observed",nan,3,nan,nan,0,32,"Female, cis-gendered",United States of America,North Carolina,White,nan,United States of America,North Carolina,nan,10/11/22 15:42,10/11/22 15:48,79a0832ac0,2022,,,,,
tdzvn0mkt27rz2l8x2tdzvn8q2qoyigd,0,26-100,1,1,Yes,Yes,Yes,Yes,I don't know,I don't know,Same level of comfort for each,Maybe,0,nan,Yes,1,I've mentioned therapy and anxiety and possible ADHD,1,"Again, mostly about therapy and anxiety",7,6,nan,nan,nan,nan,nan,nan,nan,nan,1,1,Some did,N/A (was not aware),I don't know,Some did,I don't know,Same level of comfort for each,I don't know,0,nan,At some of my previous employers,1,nan,1,nan,5,2,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,Attention Deficit Hyperactivity Disorder,nan,nan,nan,nan,nan,Substance Use Disorder,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,1,I don't know,Not applicable to me,Often,nan,7,Maybe,nan,Maybe,nan,0,nan,nan,7,Maybe/Not sure,nan,Maybe/Not sure,nan,3,nan,nan,0,36,Male,United States of America,Massachusetts,White,nan,United States of America,Massachusetts,nan,9/29/22 14:57,9/29/22 15:09,241004baac,2022,,,,,
d1wi4thgb2ldd6gy48mp6u93d1wi4tzj,0,100-500,0,1,No,nan,No,Yes,Yes,Difficult,Physical health,No,0,nan,No,0,nan,1,nan,10,2,nan,nan,nan,nan,nan,nan,nan,nan,1,1,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,Sometimes,Mental health,Some of my previous supervisors,0,nan,At some of my previous employers,1,nan,1,nan,9,9,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,1,No,Rarely,Sometimes,No,7,Yes,nan,Yes,nan,0,nan,nan,7,"Yes, I experienced",nan,"Yes, I experienced",nan,3,nan,nan,0,50,f,Jordan,nan,nan,nan,Jordan,nan,nan,9/28/22 21:11,9/28/22 21:24,72e91b03fe,2022,,,,,
i92ycyd63kqf1sxwa65i92ycw8whehfg,0,100-500,0,1,Yes,Yes,Yes,Yes,Yes,Neither easy nor difficult,Mental health,No,0,nan,Yes,1,We talked about both having anxiety & depression and the techniques our different therapists have recommended for us to do.,1,They discussed their specific mental health issue and how they had or were working through it.,7,7,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,nan,Post-traumatic Stress Disorder,nan,Dissociative Disorder,nan,nan,nan,Yes,1,I don't know,Rarely,Often,No,9,Maybe,nan,No,I probably wouldn't get the job,0,nan,nan,5,No,nan,"Yes, I observed",nan,3,Mental health is still a stigma in the tech industry. Employees are still expected to work themselves into the ground and never take breaks or rest. Normalizing breaks is the first step they should take.,nan,0,23,Female,United States of America,Texas,Black or African American,nan,United States of America,Texas,nan,9/27/22 22:08,9/27/22 22:25,c466077225,2022,,,,,
jnhxr3dt8y8jvie4iy5qtajnhxr3llcl,0,100-500,1,1,Yes,No,Yes,No,No,Somewhat difficult,Physical health,No,0,nan,No,0,nan,0,nan,9,5,nan,nan,nan,nan,nan,nan,nan,nan,1,1,"No, none did",N/A (none offered),None did,None did,No,Physical health,Some of my previous supervisors,0,nan,"No, at none of my previous employers",0,nan,0,nan,8,3,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Often,Often,Maybe,6,Maybe,It might be deemed irrelevant,No,It might lead to a rejection.,0,nan,nan,3,Maybe/Not sure,nan,Maybe/Not sure,nan,4,Recently companies are coming up with policies that help deal with mental health issues.,nan,1,25,Male,India,nan,nan,nan,India,nan,nan,9/25/22 8:47,9/25/22 8:54,3ef6412652,2022,,,,,
vk7n0z9c3xgysgz02vk7n0zfivdnye2y,0,26-100,0,1,No,No,No,No,I don't know,Neither easy nor difficult,Physical health,Maybe,0,nan,Maybe,0,nan,0,nan,8,6,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,0,I don't know,Rarely,Sometimes,Maybe,4,Yes,IT CAN AFFECT THE WAY I WORK,No,THEY MIGHT NOT GET ME,0,nan,nan,6,Maybe/Not sure,nan,Maybe/Not sure,nan,2,Annual medical check,nan,0,23,male,Spain,nan,nan,nan,Spain,nan,nan,9/25/22 7:36,9/25/22 7:42,264d1bbca6,2022,,,,,
fa4gqio35yi8gq0e1gh5824kfa4gqiiz,0,More than 1000,0,0,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,Yes,0,nan,Yes,0,nan,0,nan,7,8,nan,nan,nan,nan,nan,nan,nan,nan,1,0,Some did,I was aware of some,Some did,Some did,I don't know,Physical health,Some of my previous supervisors,0,nan,At some of my previous employers,1,"I mentioned that I was seeing a counsellor during the pandemic, as it had left me quite stressed out.",0,nan,8,8,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,No,Sometimes,Sometimes,nan,9,Maybe,If it were relevant to the job that I was undertaking or likely to interfere.,No,"I'd be unlikely to, as I think it could be used to discriminate against me at many employers.",0,nan,nan,7,No,nan,"Yes, I observed",nan,4,"A lot of us work from home, so telehealth would be important",nan,0,43,Male,Australia,nan,nan,nan,Australia,nan,nan,9/21/22 23:04,9/21/22 23:15,88246a24cc,2022,,,,,
cfgz2m6y82lkrgny0cfgz2m64dhlfpcl,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,"Yes, I know several","Sometimes, if it comes up",No change,"No, because it doesn't matter",Not applicable to me,Yes,1-25%,1,0,"No, none did",N/A (none offered),Some did,Some did,Sometimes,Physical health,Some of my previous supervisors,0,nan,At some of my previous employers,1,sharing of details about stress and anxiety,1,"many coworkers have discussed their mental health issues (anxiety, depression, trauma) with me",5,3,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,0,No,Not applicable to me,Not applicable to me,Maybe,7,Maybe,I would raise it if accomodations for my health issue needed to be made,No,stigma exists and I would be concerned the employer would not be accepting of my issue,0,nan,nan,5,"Yes, I experienced","a coworker with an eating disorder was managed by someone with no understanding or expertise in this area, & the manage made many inappropriate decisions about how my coworker should operate","Yes, I experienced",nan,2,"create environments, supported by policy, that are conducive to mental health","A mental health disorder can be diagnosed by professionals other than a doctor (eg psychologist, psychiatrist) - please change the wording of your survey to reflect this",0,53,male,Australia,nan,nan,nan,Australia,nan,nan,9/21/22 21:48,9/21/22 22:02,2eb6546129,2022,,,,,
07fb0ua7xfua53n5l07fbndc6jtslq1m,0,100-500,1,0,Yes,Yes,Yes,I don't know,I don't know,Difficult,Same level of comfort for each,No,0,nan,Yes,1,"Causally talked about depression, they understood and shared their feelings and thoughts with me too",1,See the question before,5,5,nan,nan,nan,nan,nan,nan,nan,nan,1,0,Some did,I was aware of some,Some did,Some did,I don't know,Same level of comfort for each,Some of my previous supervisors,0,nan,"No, at none of my previous employers",0,nan,0,nan,3,3,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,Attention Deficit Hyperactivity Disorder,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,0,I don't know,Sometimes,Rarely,Yes,8,No,This would in some way have a impact on the result of the interview,No,"Same reason as before, maybe also because it’s too private in this phase",0,nan,nan,5,"Yes, I observed",nan,Maybe/Not sure,nan,4,Offer apps or tools / help platforms,nan,0,27,M,Germany,nan,nan,nan,Germany,nan,nan,9/21/22 16:02,9/21/22 16:11,6513c283eb,2022,,,,,
5ugcn5o42r7nswa5dt5ugcn0ls8s3njm,0,More than 1000,1,1,I don't know,No,No,I don't know,I don't know,I don't know,Physical health,No,0,nan,No,0,nan,0,nan,1,1,nan,nan,nan,nan,nan,nan,nan,nan,1,1,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0,nan,"No, at none of my previous employers",0,nan,0,nan,2,1,Don't Know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Sometimes,Sometimes,Maybe,0,No,discrimination,No,discrimination,0,nan,nan,1,Maybe/Not sure,nan,Maybe/Not sure,nan,1,nan,nan,0,45,nan,United States of America,Texas,I prefer not to answer,nan,United States of America,Texas,nan,9/16/22 16:39,9/16/22 16:55,77b07b6fea,2022,,,,,
4td3fzjnwaax7c4tfvab77p6f24csdzs,0,More than 1000,1,1,Yes,Yes,No,I don't know,I don't know,I don't know,Physical health,No,0,nan,No,0,nan,0,nan,1,1,nan,nan,nan,nan,nan,nan,nan,nan,1,1,I don't know,N/A (was not aware),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0,nan,"No, at none of my previous employers",0,nan,0,nan,3,1,Don't Know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Don't Know,0,I don't know,Not applicable to me,Not applicable to me,nan,0,No,possible discrimination,No,"possible discrimination, stigma",1,1,1,1,Maybe/Not sure,nan,Maybe/Not sure,nan,1,more work/life balance and support for healthy lifestyle,nan,0,44,female,United States of America,Texas,White,nan,United States of America,Texas,nan,9/15/22 2:21,9/15/22 2:30,77b07b6fea,2022,,,,,
zg01ovrz1fl6oizg0ldphy7vp4coeq9e,0,More than 1000,1,1,Yes,No,I don't know,I don't know,Yes,Very easy,Physical health,No,0,nan,Yes,0,nan,0,nan,5,5,nan,nan,nan,nan,nan,nan,nan,nan,1,1,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,Some of my previous supervisors,1,nan,At some of my previous employers,1,nan,1,nan,5,5,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Rarely,Sometimes,No,7,No,Not enough trust,No,Not enough trust,0,nan,nan,8,Maybe/Not sure,nan,"Yes, I experienced",nan,3,"Tech industry makes a lot of fuss about being supportive but this isn't represented in day-to-day work. We offer ""support"" but still expect people to work out of hours, do unpaid on-call, etc.",nan,1,39,male,United Kingdom,nan,nan,nan,United Kingdom,nan,nan,8/30/22 16:03,8/30/22 16:11,91dd1e60a0,2022,,,,,
7ukgr8jfnwbil39q1t57ukgrsoswrt85,0,26-100,1,0,No,No,Yes,No,Yes,Somewhat easy,Same level of comfort for each,Yes,1,nan,Yes,1,nan,1,nan,8,8,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,0,No,Sometimes,Often,No,2,Yes,nan,No,nan,0,nan,nan,8,No,nan,"Yes, I experienced",nan,2,nan,nan,0,23,Cis Male,Brazil,nan,nan,nan,Brazil,nan,nan,8/22/22 15:49,8/22/22 15:54,b2daf05e1a,2022,,,,,
