uniquecolumnheading,self-employed,num-employees,tech-employer,tech-role,has-mental-health-benefits,know-mental-health-options,discussed-mental-health,has-mental-health-resources,anonymity-protected,mental-health-leave-ease,comfort-discussing-health,discuss-mental-health-supervisor,discussed-mental-health-employer,mental-health-talk-employer,discuss-mental-health-coworkers,discussed-mental-health-coworkers,mental-health-talk-coworkers,coworker-mental-health-discussion,coworker-mental-health-talk,importance-physical-health,importance-mental-health,mental-health-coverage,know-mental-health-resources,reveal-mental-health-clients,effect-reveal-mental-health,reveal-mental-health-coworkers,impact-reveal-mental-health,productivity-mental-health,percentage-affected-mental-health,previous-employers,previous-tech-employer,previous-mental-health-benefits,aware-previous-mental-health-options,discussed-mental-health-previous,previous-mental-health-resources,previous-anonymity-protected,previous-comfort-discussing-health,previous-discuss-mental-health-supervisor,previous-discussed-mental-health,previous-mental-health-talk-employer,previous-discuss-mental-health-coworkers,previous-discussed-mental-health-coworkers,previous-mental-health-talk-coworkers,previous-coworker-mental-health-discussion,previous-coworker-mental-health-talk,previous-importance-physical-health,previous-importance-mental-health,current-mental-health-disorder,diagnosed-mental-health,anxiety-disorder,mood-disorder,psychotic-disorder,eating-disorder,adhd,personality-disorder,ocd,ptsd1,stress-response,dissociative-disorder,substance-use,addictive-disorder,other,anxiety-disorder1,mood-disorder1,psychotic-disorder1,eating-disorder1,adhd1,personality-disorder1,ocd1,post-traumatic-stress-disorder_1,stress-response1,dissociative-disorder1,substance-use1,addictive-disorder1,other1,anxiety-disorder2,mood-disorder2,psychotic-disorder2,eating-disorder2,adhd2,personality-disorder2,ocd2,ptsd2,stress-response2,dissociative-disorder2,substance-use2,addictive-disorder2,other2,past-mental-health-disorder,sought-treatment,family-history-mental-illness,mental-health-interference-treated,mental-health-interference-untreated,observations-mental-health-discussion,share-mental-illness,physical-health-interview,physical-health-reason,mental-health-interview,mental-health-reason,open-mental-health,mental-health-career,mental-health-career-effect,team-reaction,unsupportive-response,unsupportive-response-details,supportive-response,supportive-response-details,industry-support,improve-industry-support,additional-comments,interview-mental-health,age,gender,country-live,us-state-live,race,other3,country-work,us-state-work,year,covid-19-diagnosis,start-date,submit-date,network-id
ddnmk0nwf06kux56ddnmkmohmoqlq84s,0,100-500,0.0,1.0,Yes,nan,No,I don't know,Yes,Somewhat easy,Same level of comfort for each,Yes,1.0,nan,Yes,nan,nan,0.0,nan,3.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,1,0.0,"No, none did",N/A (none offered),None did,None did,"Yes, always",Physical health,"Yes, all of my previous supervisors",1.0,nan,"Yes, at all of my previous employers",1.0,nan,0.0,nan,5.0,7.0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,I don't know,Sometimes,Often,No,10,Maybe,nan,Maybe,nan,0,nan,nan,10,No,nan,Maybe/Not sure,nan,3,nan,nan,1,32,Male,United Kingdom,nan,nan,nan,United Kingdom,nan,2022,nan,2/13/22 14:35,2/13/22 14:45,a79b4c621c
vgxxqi6rlbuido3lsvgxxqvb7l0wtk2d,0,More than 1000,0.0,1.0,No,No,I don't know,I don't know,I don't know,I don't know,Same level of comfort for each,Maybe,0.0,nan,Maybe,0.0,nan,0.0,nan,10.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Don't Know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Don't Know,0,No,Not applicable to me,Not applicable to me,nan,8,Maybe,employeer will not accept me,Maybe,nan,0,nan,nan,5,No,nan,No,nan,5,nan,nan,0,35,Male,Indonesia,nan,nan,nan,Indonesia,nan,2022,nan,2/13/22 13:19,2/13/22 13:24,96a57c2235
8h87fja87wf0hnvyl78h87fjd1dn7dvx,0,More than 1000,0.0,1.0,No,No,No,No,Yes,Neither easy nor difficult,Same level of comfort for each,Yes,0.0,nan,Yes,1.0,"Talking about stress, or anxiety, all of us in my team have the same kind of issues, in fact one of us has renounce to his job because of it.",1.0,Again we discuss about our stress and how we can help each other,5.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,1,0.0,Some did,I was aware of some,Some did,Some did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,0.0,nan,At some of my previous employers,0.0,nan,1.0,"We are friends, I we talk about it like friends not coworkers",7.0,7.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Never,Rarely,No,7,No,If my situation doesn't affect my work why I must share it. If people ask I answer anyway,No,"Again, if people ask I respond",0,nan,nan,7,No,nan,"Yes, I experienced",nan,3,"Tech industry has a lot of pressure about results. Probably focus on good scheduling, individual capacities. Healthy work environment, promoting healthy habits. Focus on right rest time. And also training employees for right communication skills",nan,1,48,Male,Spain,nan,nan,nan,Spain,nan,2022,nan,2/13/22 11:15,2/13/22 11:27,5ce477d5c6
nye9wztatmnj289ukqis8k70zhuapg2c,0,25-Jun,1.0,1.0,Not eligible for coverage / NA,No,No,No,No,Somewhat easy,Physical health,Yes,1.0,"about a depression,  they were open to give me the time i needed to get well.",Yes,1.0,"talked about how i was feeling, and why some of my reactions to a situation we had was caused by my depression. he understood, but did not seems to want to be there",0.0,nan,4.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,Some did,I was aware of some,None did,None did,Sometimes,Physical health,"No, none of my previous supervisors",1.0,discuss my absence with the HR team.,"No, at none of my previous employers",0.0,nan,0.0,nan,7.0,5.0,Don't Know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,No,Sometimes,Often,No,8,No,to be sure it would not affect my candidature,No,to not affect my candidature,0,nan,nan,7,Maybe/Not sure,nan,"Yes, I experienced",nan,2,Not judge the affected person. stop allowing any trolling or #nsfw behavior at the workplace,nan,0,45,Male,Canada,nan,nan,nan,Canada,nan,2022,nan,2/13/22 5:09,2/13/22 5:30,f559823b5a
odbybmoy1h7gfdz46sqodbybxl318lb7,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,I know some,Not applicable to me,nan,"No, because it doesn't matter",No change,Not applicable to me,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,No,10,Maybe,Dependa un te situation,Maybe,Bases in te situation,0,nan,nan,5,No,nan,No,nan,3,Create a program open for all when hace issues,No,0,46,Male,Mexico,nan,nan,nan,Mexico,nan,2022,nan,2/13/22 4:43,2/13/22 4:49,15940fd226
5qz8j2c6oj39hc0zf5qzwuqx172n1rjl,0,100-500,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,Somewhat difficult,Physical health,Maybe,1.0,nan,Maybe,1.0,nan,1.0,nan,7.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,"Yes, they all did","Yes, I was aware of all of them",Some did,Some did,I don't know,Physical health,Some of my previous supervisors,1.0,nan,At some of my previous employers,1.0,nan,1.0,nan,5.0,5.0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,Yes,Rarely,Often,No,8,No,nan,No,nan,0,nan,nan,6,"Yes, I experienced",nan,"Yes, I experienced",nan,2,nan,nan,0,31,Female,United States of America,Virginia,White,nan,United States of America,Virginia,2022,nan,2/13/22 3:56,2/13/22 4:06,99ca54172d
g5gud8ceuf0veuodtg5gqom0aomilqb4,0,25-Jun,1.0,1.0,Yes,Yes,No,I don't know,Yes,Very easy,Physical health,Maybe,0.0,nan,Maybe,0.0,nan,0.0,nan,6.0,6.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,"Yes, they all did",I was aware of some,None did,None did,"Yes, always",Same level of comfort for each,Some of my previous supervisors,1.0,"While going through a traumatic period, it was my supervisor at the time who encouraged me to see a therapist before things got really bad.",At some of my previous employers,1.0,"Details of the aforementioned traumatic period were discussed with several colleagues, both during and after.  They were universally supportive, fortunately.",0.0,nan,6.0,6.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,No,Never,Rarely,No,7,Maybe,I would only mention it if I felt it was relevant in a manner they needed to know about.,Maybe,"Only if it was relevant to the job and not controllable, and I felt I could trust them with it.",0,nan,nan,8,No,nan,Maybe/Not sure,nan,3,"My employers have all, to my knowledge, been supportive and non-discriminatory, but never were never explicit about that up front. It was just a given that health insurance covered it.  It's never really been proactive that I can recall.",nan,0,41,Male,United States of America,Illinois,nan,US Citizen,United States of America,Illinois,2022,nan,2/13/22 3:17,2/13/22 3:29,d95a4d4f00
40rf0iyjtxggdy40r7dpbua2fq37zxoj,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,"Yes, I know several","Yes, always",Positively,Not applicable to me,Positively,No,nan,1,1.0,"No, none did",N/A (none offered),Some did,None did,I don't know,Physical health,"Yes, all of my previous supervisors",1.0,"I can, at times, suffer from extreme anxiety in meeting situations. Fortunately it does not in anyway way effect my work, and my colleagues actually seem to care & take an interest. As for actions, not much was needed aside from understanding that occasionally I may just leave a meeting. Not exactly life changing :)",At some of my previous employers,0.0,nan,1.0,"Overall, not good. I really won’t be more specific.",8.0,4.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,Yes,Not applicable to me,Not applicable to me,No,8,Yes,No stigma attached,Maybe,"I’d be careful, and make sure first.",1,0.0,nan,8,"Yes, I observed",I’d rather not,"Yes, I observed",nan,2,Briefly? That’s funny.,Stop asking questions of this magnitude in surveys like this perhaps?,1,38,Male,South Africa,nan,nan,nan,South Africa,nan,2022,nan,2/13/22 2:20,2/13/22 2:32,f934b3dabe
87byhsktf4hwy1j6y6yy87byhsgm46vs,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,"No, I don't know any",Not applicable to me,nan,Not applicable to me,Not applicable to me,Not applicable to me,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,I don't know,Not applicable to me,Not applicable to me,nan,0,No,nan,No,nan,0,nan,nan,0,No,nan,No,nan,1,nan,nan,0,39,Male,Aruba,nan,nan,nan,Armenia,nan,2022,nan,2/12/22 22:58,2/12/22 23:06,e876c9ec96
2nlzceszajiqdv50dka2nlzbqcod547c,0,100-500,0.0,1.0,I don't know,No,No,No,I don't know,Somewhat difficult,Physical health,Maybe,0.0,nan,Yes,1.0,General discussion about the importance of maintaining a healthy mental health while working in IT. Receptive discussion.,1.0,General discussion,3.0,3.0,nan,nan,nan,nan,nan,nan,nan,nan,1,0.0,I don't know,N/A (was not aware),I don't know,None did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",0.0,nan,At some of my previous employers,0.0,nan,0.0,nan,6.0,3.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,0,Yes,Not applicable to me,Sometimes,No,8,Maybe,"If it would impact my ability to perform a task, then I would reveal it. Like I can't lift 100lbs,or something like that while in a more physically demanding role.",No,I feel like it's up to me to manage them and I'm personally driven and motivated to not let any mental issues on my side to impact my professional side.,0,nan,nan,1,Maybe/Not sure,nan,Maybe/Not sure,nan,5,IT is a very trusted role within any organization. Mental health stigmas can have a person in the IT role with an extra level of scrutinization while performing their job.,"People in IT are more likely to speak with peers about mental health issues than they would any other level or part of the organization. There is a lot of pressure to perform and succeed 100% of the time for the organization. Those stresses easily lead to a culture of overwork where trying to maintain ""work life balance"" is viewed outside of the normal.",0,51,Male,United States of America,Oklahoma,White,nan,United States of America,Oklahoma,2022,nan,2/12/22 21:13,2/12/22 21:33,fcd54b6c69
qxhauq20fwaxeqt2yoxqxhaude0tq18y,0,25-Jun,1.0,1.0,No,nan,No,No,I don't know,Very easy,Physical health,Yes,1.0,It was understood and my employer offered support,Maybe,0.0,nan,0.0,nan,5.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,"No, none did",N/A (none offered),Some did,None did,I don't know,Physical health,Some of my previous supervisors,0.0,nan,At some of my previous employers,1.0,nan,0.0,nan,5.0,4.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,No,Not applicable to me,Not applicable to me,No,5,Maybe,It would depend to what extent it would affect my work,Maybe,"Same thing: it’d depend on the extent to which it would affect my functioning, or how much leave I would take, or whatever",0,nan,nan,5,No,nan,Maybe/Not sure,nan,1,"Mental health issues need to be accepted as being normal, not exceptional. Among other things, there is shame associated with having difficulties. There are so many issues involved in acceptance, but dispelling myths and being open are two simple ways to improve the state of affairs. Wider cultural, social change is needed in general tho",nan,0,43,Male,United Kingdom,nan,nan,nan,United Kingdom,nan,2022,nan,2/12/22 20:16,2/12/22 20:29,bf6c79be48
noblappta4bslwa0p7wcounoblapcj93,0,More than 1000,0.0,1.0,I don't know,No,Yes,Yes,I don't know,Very easy,Same level of comfort for each,Yes,1.0,I talked about why I had a rough month and it was totally understood.,Yes,1.0,"Explain how I feel about something that happen, they understood it and experienced the same.",1.0,They talked about what did had negative influence on there mental health and why.,8.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,I don't know,N/A (was not aware),I don't know,None did,No,Same level of comfort for each,"Yes, all of my previous supervisors",0.0,nan,"Yes, at all of my previous employers",0.0,nan,0.0,nan,6.0,6.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,No,7,Maybe,I think it depends what the issue is,Maybe,I think it depends what the issue is,0,nan,nan,8,Maybe/Not sure,nan,"Yes, I observed",nan,2,I think it is important to make it normal to talk about it.,nan,0,35,male,Netherlands,nan,nan,nan,Netherlands,nan,2022,nan,2/12/22 20:18,2/12/22 20:27,f688309e85
j07e4ltrmj7w0hri48j07erp2f95zo40,0,26-100,1.0,1.0,No,No,No,No,I don't know,Very easy,Physical health,Maybe,0.0,nan,Maybe,0.0,nan,0.0,nan,5.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,"No, none did",N/A (was not aware),I don't know,None did,I don't know,Physical health,I don't know,0.0,nan,"No, at none of my previous employers",0.0,nan,0.0,nan,5.0,5.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,nan,0,Maybe,I don't know.,Yes,Why not?,0,nan,nan,10,No,nan,No,nan,3,nan,nan,0,37,male,Serbia,nan,nan,nan,Serbia,nan,2022,nan,2/12/22 19:29,2/12/22 19:35,267f9c91a8
zhsuk5mnoqxplfdxzhs3z62a9wy1yi1u,0,25-Jun,1.0,1.0,Yes,Yes,No,No,Yes,Somewhat easy,Physical health,No,1.0,I had a really difficult time focusing at my job at one point in my career.  My supervisor shared with me about a time when she had a problem with her eyes and she encouraged me to get my eyes checked.  It turned out that the place I had recently moved into was making me sick.,Maybe,0.0,nan,1.0,The coworker told me that another coworker will sometimes take days off of work for mental health.,5.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)",nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,1,No,Not applicable to me,Rarely,No,7,Maybe,"If it is a visible physical health issue that would affect my job performance, I would probably address it.",No,That's not something I would feel comfortable talking about with people who are judging me in an interview.,0,nan,nan,7,No,nan,"Yes, I experienced",nan,3,Employers could better explain mental health support options.,Nope,0,31,Female,United States of America,Wisconsin,White,nan,United States of America,Wisconsin,2022,nan,2/12/22 18:36,2/12/22 19:25,bff894a87d
vdi0j8pb7kx1mbov502vdi0j8pb7ru1s,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,I know some,Not applicable to me,nan,Not applicable to me,Not applicable to me,Yes,1-25%,1,0.0,"No, none did",N/A (none offered),None did,None did,No,Physical health,Some of my previous supervisors,0.0,nan,At some of my previous employers,0.0,nan,1.0,It was a normal conversation,6.0,3.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,No,8,Maybe,"Depends on context, only if they asked",Maybe,"Depends on context, only if they asked",0,nan,nan,5,Maybe/Not sure,nan,Maybe/Not sure,nan,4,Paid access to more specialists,nan,0,39,Male,Canada,nan,nan,nan,Canada,nan,2022,nan,2/12/22 19:05,2/12/22 19:22,eb7ad8e077
vkpigjutshor2v0vkpiqghuaef8m5os4,0,26-100,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Maybe,1.0,"Hi boss, I'm tired with this project. Could I take leave to refresh my mind? And he said, of course",Yes,1.0,I always suggest my coworkers to take leave for holiday,0.0,nan,8.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Rarely,Yes,7,Yes,"If I have physical health issue, I want to let them know that I have some limitation.",Maybe,I think they don't need to know. But sometimes I think this is important to let them know,1,0.0,nan,8,No,nan,No,nan,4,nan,nan,1,37,Male,Indonesia,nan,nan,nan,Indonesia,nan,2022,nan,2/12/22 17:56,2/12/22 18:04,b6520a2d27
f7j07kt79qxdq18f7j07kjrwv3brrvjp,0,26-100,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,1.0,"I needed to take a month off of work in order to address some mental health issues I was having, and my bosses were all very supportive of it.",Yes,1.0,The employees at our company are generally quite open discussing mental health problems at work. It's not uncommon to hear meetings get ended so someone can go to their therapy appointment.,1.0,nan,7.0,10.0,nan,nan,nan,nan,nan,nan,nan,nan,1,0.0,"No, none did",N/A (none offered),None did,None did,I don't know,Physical health,"No, none of my previous supervisors",0.0,nan,At some of my previous employers,0.0,nan,0.0,nan,2.0,0.0,Yes,Yes,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Anxiety Disorder (Generalized, Social, Phobia, etc)","Mood Disorder (Depression, Bipolar Disorder, etc)",nan,nan,nan,nan,nan,Post-traumatic Stress Disorder,nan,nan,Substance Use Disorder,nan,nan,No,1,Yes,Rarely,Often,No,10,Yes,nan,Yes,nan,1,0.0,nan,10,No,nan,"Yes, I experienced",nan,3,"Talk about it. Share experiences. Have professionals come in and talk about how it affects us, our families, and the work we do. Provide an EAP so resources are available. Teach Mental Health First Aid.",nan,1,37,Male,United States of America,Idaho,White,nan,United States of America,Idaho,2022,nan,2/12/22 17:16,2/12/22 17:25,9bc4a5dd87
u983t9e01q9gll0re2ru983t9prauoqk,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.0,"No, I don't know any",Not applicable to me,nan,Not applicable to me,Not applicable to me,No,nan,1,1.0,"Yes, they all did","Yes, I was aware of all of them",Some did,"Yes, they all did","Yes, always",Physical health,I don't know,0.0,nan,"No, at none of my previous employers",0.0,nan,0.0,nan,5.0,5.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,nan,4,No,I don't have any physical issues other than my age,No,I am unaware of having any mental health issues,0,nan,nan,5,No,nan,No,nan,3,I am not familiar with what ACTUALLY is done.,Some questions were not in my experience yet I had to answer so I just picked a neutral if possible.,0,76,M,United States of America,Florida,White,nan,United States of America,North Carolina,2022,nan,2/12/22 16:52,2/12/22 17:12,fb6feb157f
jtkkxpj0k83yb9dctw90p0yvwjtkkxpj,0,500-1000,1.0,1.0,I don't know,No,Yes,Yes,I don't know,Somewhat easy,Same level of comfort for each,Maybe,0.0,nan,Maybe,0.0,nan,0.0,nan,9.0,9.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,I don't know,N/A (was not aware),Some did,Some did,I don't know,Same level of comfort for each,"No, none of my previous supervisors",0.0,nan,At some of my previous employers,0.0,nan,0.0,nan,9.0,9.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Yes,1,I don't know,Sometimes,Often,No,5,Maybe,transparency,No,I feel that it might be perceived negatively,0,nan,nan,8,No,nan,Maybe/Not sure,nan,3,nan,nan,0,47,Male,Israel,nan,nan,nan,Israel,nan,2022,nan,2/12/22 16:52,2/12/22 17:02,671d22cda8
9ri3p0sel9orxtxq9ri3p0zby1n15823,0,100-500,0.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Physical health,No,0.0,nan,No,0.0,nan,1.0,"Three different occasions, all relatively serious issues. One of which involved asking the police for assistance.",5.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Don't Know,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Possibly,1,Yes,Rarely,Sometimes,Yes,4,No,It would impact my chances.,No,It would impact my chances.,0,nan,nan,4,No,nan,"Yes, I observed",nan,3,"Not sure it's possible in free-market capitalism. Money is at the root, and the fact is people with mental health disorders cost money.",nan,0,41,Male,Canada,nan,nan,nan,Canada,nan,2022,nan,2/12/22 16:23,2/12/22 16:40,4c4260beba
b2ipynj6uk8ss12tvtmb2dz7f85a2ehk,0,More than 1000,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,0.0,nan,Yes,0.0,nan,0.0,nan,7.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,I don't know,N/A (none offered),None did,None did,I don't know,Same level of comfort for each,I don't know,0.0,nan,At some of my previous employers,0.0,nan,0.0,nan,5.0,3.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,0,No,Not applicable to me,Not applicable to me,No,9,Maybe,It would depend on the issue,Maybe,It depends on the issue,0,nan,nan,10,No,nan,Maybe/Not sure,nan,4,Recognising that mental health is an issue in the workplace,nan,0,58,Male,United Kingdom,nan,nan,nan,United Kingdom,nan,2022,nan,2/12/22 15:08,2/12/22 15:17,fbbe3880ad
j5xm4ykadixlxo1fj5xz8uh8x9m7v27n,0,25-Jun,1.0,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,Same level of comfort for each,Yes,1.0,I was supported and encouraged to seek professional health.   My supervisor then continued to follow up in a kind considerate way.,Yes,1.0,I shared some of the anxiety and fears I have about upcoming projects - I believe it lead to my coworkers also sharing some mental health concerns they had at the time.,1.0,After sharing some mental health struggles I was having a coworker approached me for advice on how to deal with a similar issue he was having.,8.0,8.0,nan,nan,nan,nan,nan,nan,nan,nan,1,1.0,Some did,I was aware of some,"Yes, they all did","Yes, they all did","Yes, always",Same level of comfort for each,Some of my previous supervisors,0.0,nan,At some of my previous employers,1.0,I explained my fears and anxieties and he was supportive,1.0,She explained particular feelings of depression and the inability to deal with it. I supported her by offering some time off and encouraged her to see a professional.  A week or so later she explained she had seen a therapist and was making progress.  A few months later she said she felt a large burden had been lifted and she was able to cope much better and thanked me for helping and supporting her.,8.0,9.0,No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,No,1,No,Not applicable to me,Not applicable to me,No,8,Yes,If they can't deal with it in the interview I would not consider working there,Yes,If they can't deal with it in the interview I would reconsider working there,0,nan,nan,10,Maybe/Not sure,nan,"Yes, I experienced",nan,4,Talk about it more - the biggest problem in my opinion is still the stigma around it,nan,1,46,Male,United States of America,Illinois,White,nan,United States of America,Illinois,2022,nan,2/12/22 14:29,2/12/22 14:46,31ddb17077
